day,vehicles_generated_day,session,assignment,connection_minute,full_minute,disconnection_minute,connection_timestamp,full_timestamp,disconnection_timestamp,energy_kwh
279,30,8,2,484,729,857,2023-10-06 08:04:00,2023-10-06 12:09:00,2023-10-06 14:17:00,9.0
279,30,9,2,770,1001,1110,2023-10-06 12:50:00,2023-10-06 16:41:00,2023-10-06 18:30:00,8.0
279,30,10,2,516,723,1055,2023-10-06 08:36:00,2023-10-06 12:03:00,2023-10-06 17:35:00,13.0
279,30,11,0,522,679,994,2023-10-06 08:42:00,2023-10-06 11:19:00,2023-10-06 16:34:00,7.0
279,30,12,2,495,713,864,2023-10-06 08:15:00,2023-10-06 11:53:00,2023-10-06 14:24:00,14.0
279,30,13,1,478,870,1014,2023-10-06 07:58:00,2023-10-06 14:30:00,2023-10-06 16:54:00,21.0
279,30,14,2,415,648,1010,2023-10-06 06:55:00,2023-10-06 10:48:00,2023-10-06 16:50:00,11.0
279,30,15,2,500,721,989,2023-10-06 08:20:00,2023-10-06 12:01:00,2023-10-06 16:29:00,10.0
279,30,16,0,589,767,1026,2023-10-06 09:49:00,2023-10-06 12:47:00,2023-10-06 17:06:00,6.0
279,30,17,3,554,1004,1023,2023-10-06 09:14:00,2023-10-06 16:44:00,2023-10-06 17:03:00,11.0
279,30,18,4,591,686,818,2023-10-06 09:51:00,2023-10-06 11:26:00,2023-10-06 13:38:00,8.0
279,30,19,1,486,866,978,2023-10-06 08:06:00,2023-10-06 14:26:00,2023-10-06 16:18:00,7.0
279,30,20,2,525,772,914,2023-10-06 08:45:00,2023-10-06 12:52:00,2023-10-06 15:14:00,11.0
279,30,21,0,491,633,992,2023-10-06 08:11:00,2023-10-06 10:33:00,2023-10-06 16:32:00,3.0
279,30,22,4,356,566,671,2023-10-06 05:56:00,2023-10-06 09:26:00,2023-10-06 11:11:00,10.0
279,30,23,0,466,511,1025,2023-10-06 07:46:00,2023-10-06 08:31:00,2023-10-06 17:05:00,6.0
279,30,24,2,510,697,1018,2023-10-06 08:30:00,2023-10-06 11:37:00,2023-10-06 16:58:00,14.0
279,30,25,2,563,758,1075,2023-10-06 09:23:00,2023-10-06 12:38:00,2023-10-06 17:55:00,16.0
279,30,26,0,495,634,974,2023-10-06 08:15:00,2023-10-06 10:34:00,2023-10-06 16:14:00,6.0
279,30,27,2,528,722,1015,2023-10-06 08:48:00,2023-10-06 12:02:00,2023-10-06 16:55:00,5.0
279,30,28,0,458,590,917,2023-10-06 07:38:00,2023-10-06 09:50:00,2023-10-06 15:17:00,5.0
279,30,29,2,444,667,1049,2023-10-06 07:24:00,2023-10-06 11:07:00,2023-10-06 17:29:00,15.0
279,30,30,4,588,680,722,2023-10-06 09:48:00,2023-10-06 11:20:00,2023-10-06 12:02:00,6.0
280,8,1,2,518,748,968,2023-10-07 08:38:00,2023-10-07 12:28:00,2023-10-07 16:08:00,13.0
280,8,2,3,728,1058,1072,2023-10-07 12:08:00,2023-10-07 17:38:00,2023-10-07 17:52:00,17.0
280,8,3,2,498,730,988,2023-10-07 08:18:00,2023-10-07 12:10:00,2023-10-07 16:28:00,12.0
280,8,4,5,781,926,951,2023-10-07 13:01:00,2023-10-07 15:26:00,2023-10-07 15:51:00,2.0
280,8,5,2,495,705,934,2023-10-07 08:15:00,2023-10-07 11:45:00,2023-10-07 15:34:00,11.0
280,8,6,3,581,1106,1110,2023-10-07 09:41:00,2023-10-07 18:26:00,2023-10-07 18:30:00,5.0
280,8,7,4,527,679,724,2023-10-07 08:47:00,2023-10-07 11:19:00,2023-10-07 12:04:00,8.0
280,8,8,5,696,771,893,2023-10-07 11:36:00,2023-10-07 12:51:00,2023-10-07 14:53:00,13.0
281,10,1,2,401,658,947,2023-10-08 06:41:00,2023-10-08 10:58:00,2023-10-08 15:47:00,5.0
281,10,2,0,572,676,865,2023-10-08 09:32:00,2023-10-08 11:16:00,2023-10-08 14:25:00,6.0
281,10,3,1,533,886,1064,2023-10-08 08:53:00,2023-10-08 14:46:00,2023-10-08 17:44:00,19.0
281,10,4,4,415,627,738,2023-10-08 06:55:00,2023-10-08 10:27:00,2023-10-08 12:18:00,9.0
281,10,5,2,436,697,947,2023-10-08 07:16:00,2023-10-08 11:37:00,2023-10-08 15:47:00,8.0
281,10,6,4,574,671,848,2023-10-08 09:34:00,2023-10-08 11:11:00,2023-10-08 14:08:00,8.0
281,10,7,2,523,748,921,2023-10-08 08:43:00,2023-10-08 12:28:00,2023-10-08 15:21:00,11.0
281,10,8,1,529,877,891,2023-10-08 08:49:00,2023-10-08 14:37:00,2023-10-08 14:51:00,11.0
281,10,9,4,534,665,806,2023-10-08 08:54:00,2023-10-08 11:05:00,2023-10-08 13:26:00,6.0
281,10,10,0,545,693,1018,2023-10-08 09:05:00,2023-10-08 11:33:00,2023-10-08 16:58:00,4.0
282,27,1,3,733,1234,1245,2023-10-09 12:13:00,2023-10-09 20:34:00,2023-10-09 20:45:00,18.0
282,27,2,3,738,1126,1146,2023-10-09 12:18:00,2023-10-09 18:46:00,2023-10-09 19:06:00,11.0
282,27,3,2,451,701,1184,2023-10-09 07:31:00,2023-10-09 11:41:00,2023-10-09 19:44:00,11.0
282,27,4,2,414,552,919,2023-10-09 06:54:00,2023-10-09 09:12:00,2023-10-09 15:19:00,13.0
282,27,5,4,425,623,716,2023-10-09 07:05:00,2023-10-09 10:23:00,2023-10-09 11:56:00,11.0
282,27,6,1,427,775,872,2023-10-09 07:07:00,2023-10-09 12:55:00,2023-10-09 14:32:00,17.0
282,27,7,4,428,555,597,2023-10-09 07:08:00,2023-10-09 09:15:00,2023-10-09 09:57:00,4.0
282,27,8,0,549,720,1031,2023-10-09 09:09:00,2023-10-09 12:00:00,2023-10-09 17:11:00,6.0
282,27,9,5,809,979,1009,2023-10-09 13:29:00,2023-10-09 16:19:00,2023-10-09 16:49:00,0.0
282,27,10,1,436,991,993,2023-10-09 07:16:00,2023-10-09 16:31:00,2023-10-09 16:33:00,10.0
282,27,11,2,480,695,937,2023-10-09 08:00:00,2023-10-09 11:35:00,2023-10-09 15:37:00,5.0
282,27,12,1,444,798,923,2023-10-09 07:24:00,2023-10-09 13:18:00,2023-10-09 15:23:00,26.0
282,27,13,5,690,879,1070,2023-10-09 11:30:00,2023-10-09 14:39:00,2023-10-09 17:50:00,4.0
282,27,14,2,473,733,1112,2023-10-09 07:53:00,2023-10-09 12:13:00,2023-10-09 18:32:00,16.0
282,27,15,3,480,953,989,2023-10-09 08:00:00,2023-10-09 15:53:00,2023-10-09 16:29:00,20.0
282,27,16,1,426,893,938,2023-10-09 07:06:00,2023-10-09 14:53:00,2023-10-09 15:38:00,21.0
282,27,17,5,855,1000,1028,2023-10-09 14:15:00,2023-10-09 16:40:00,2023-10-09 17:08:00,9.0
282,27,18,2,407,620,1031,2023-10-09 06:47:00,2023-10-09 10:20:00,2023-10-09 17:11:00,12.0
282,27,19,0,401,473,965,2023-10-09 06:41:00,2023-10-09 07:53:00,2023-10-09 16:05:00,3.0
282,27,20,2,536,713,992,2023-10-09 08:56:00,2023-10-09 11:53:00,2023-10-09 16:32:00,10.0
282,27,21,0,487,578,986,2023-10-09 08:07:00,2023-10-09 09:38:00,2023-10-09 16:26:00,8.0
282,27,22,2,548,798,968,2023-10-09 09:08:00,2023-10-09 13:18:00,2023-10-09 16:08:00,8.0
282,27,23,1,534,795,1207,2023-10-09 08:54:00,2023-10-09 13:15:00,2023-10-09 20:07:00,12.0
282,27,24,1,439,891,1012,2023-10-09 07:19:00,2023-10-09 14:51:00,2023-10-09 16:52:00,26.0
282,27,25,2,430,671,965,2023-10-09 07:10:00,2023-10-09 11:11:00,2023-10-09 16:05:00,11.0
282,27,26,2,666,883,1150,2023-10-09 11:06:00,2023-10-09 14:43:00,2023-10-09 19:10:00,7.0
282,27,27,4,436,557,649,2023-10-09 07:16:00,2023-10-09 09:17:00,2023-10-09 10:49:00,7.0
283,33,1,2,515,735,881,2023-10-10 08:35:00,2023-10-10 12:15:00,2023-10-10 14:41:00,13.0
283,33,2,0,541,687,916,2023-10-10 09:01:00,2023-10-10 11:27:00,2023-10-10 15:16:00,3.0
283,33,3,2,399,597,1000,2023-10-10 06:39:00,2023-10-10 09:57:00,2023-10-10 16:40:00,13.0
283,33,4,2,464,601,1023,2023-10-10 07:44:00,2023-10-10 10:01:00,2023-10-10 17:03:00,11.0
283,33,5,2,439,637,990,2023-10-10 07:19:00,2023-10-10 10:37:00,2023-10-10 16:30:00,10.0
283,33,6,3,613,1212,1213,2023-10-10 10:13:00,2023-10-10 20:12:00,2023-10-10 20:13:00,15.0
283,33,7,1,470,894,1002,2023-10-10 07:50:00,2023-10-10 14:54:00,2023-10-10 16:42:00,17.0
283,33,8,1,564,859,1050,2023-10-10 09:24:00,2023-10-10 14:19:00,2023-10-10 17:30:00,6.0
283,33,9,1,511,881,1114,2023-10-10 08:31:00,2023-10-10 14:41:00,2023-10-10 18:34:00,26.0
283,33,10,1,533,757,1011,2023-10-10 08:53:00,2023-10-10 12:37:00,2023-10-10 16:51:00,19.0
283,33,11,5,703,878,1009,2023-10-10 11:43:00,2023-10-10 14:38:00,2023-10-10 16:49:00,2.0
283,33,12,0,494,638,1024,2023-10-10 08:14:00,2023-10-10 10:38:00,2023-10-10 17:04:00,6.0
283,33,13,4,526,613,768,2023-10-10 08:46:00,2023-10-10 10:13:00,2023-10-10 12:48:00,8.0
283,33,14,1,492,753,1109,2023-10-10 08:12:00,2023-10-10 12:33:00,2023-10-10 18:29:00,25.0
283,33,15,1,520,853,1049,2023-10-10 08:40:00,2023-10-10 14:13:00,2023-10-10 17:29:00,20.0
283,33,16,0,482,556,822,2023-10-10 08:02:00,2023-10-10 09:16:00,2023-10-10 13:42:00,5.0
283,33,17,0,430,549,1018,2023-10-10 07:10:00,2023-10-10 09:09:00,2023-10-10 16:58:00,6.0
283,33,18,3,368,899,919,2023-10-10 06:08:00,2023-10-10 14:59:00,2023-10-10 15:19:00,6.0
283,33,19,5,840,964,1033,2023-10-10 14:00:00,2023-10-10 16:04:00,2023-10-10 17:13:00,8.0
283,33,20,1,576,954,1082,2023-10-10 09:36:00,2023-10-10 15:54:00,2023-10-10 18:02:00,6.0
283,33,21,4,443,563,733,2023-10-10 07:23:00,2023-10-10 09:23:00,2023-10-10 12:13:00,10.0
283,33,22,3,651,797,798,2023-10-10 10:51:00,2023-10-10 13:17:00,2023-10-10 13:18:00,20.0
283,33,23,5,763,868,1027,2023-10-10 12:43:00,2023-10-10 14:28:00,2023-10-10 17:07:00,5.0
283,33,24,2,516,722,1034,2023-10-10 08:36:00,2023-10-10 12:02:00,2023-10-10 17:14:00,12.0
283,33,25,1,515,938,1115,2023-10-10 08:35:00,2023-10-10 15:38:00,2023-10-10 18:35:00,1.0
283,33,26,2,456,701,767,2023-10-10 07:36:00,2023-10-10 11:41:00,2023-10-10 12:47:00,9.0
283,33,27,2,537,658,955,2023-10-10 08:57:00,2023-10-10 10:58:00,2023-10-10 15:55:00,13.0
283,33,28,2,562,766,949,2023-10-10 09:22:00,2023-10-10 12:46:00,2023-10-10 15:49:00,15.0
283,33,29,1,524,934,1137,2023-10-10 08:44:00,2023-10-10 15:34:00,2023-10-10 18:57:00,21.0
283,33,30,2,544,794,979,2023-10-10 09:04:00,2023-10-10 13:14:00,2023-10-10 16:19:00,6.0
283,33,31,2,522,743,1107,2023-10-10 08:42:00,2023-10-10 12:23:00,2023-10-10 18:27:00,7.0
283,33,32,4,478,606,663,2023-10-10 07:58:00,2023-10-10 10:06:00,2023-10-10 11:03:00,7.0
283,33,33,4,476,559,694,2023-10-10 07:56:00,2023-10-10 09:19:00,2023-10-10 11:34:00,6.0
284,27,1,5,710,794,985,2023-10-11 11:50:00,2023-10-11 13:14:00,2023-10-11 16:25:00,9.0
284,27,2,2,466,662,975,2023-10-11 07:46:00,2023-10-11 11:02:00,2023-10-11 16:15:00,15.0
284,27,3,0,515,607,1077,2023-10-11 08:35:00,2023-10-11 10:07:00,2023-10-11 17:57:00,5.0
284,27,4,5,814,961,1142,2023-10-11 13:34:00,2023-10-11 16:01:00,2023-10-11 19:02:00,6.0
284,27,5,2,633,819,1051,2023-10-11 10:33:00,2023-10-11 13:39:00,2023-10-11 17:31:00,9.0
284,27,6,1,501,878,982,2023-10-11 08:21:00,2023-10-11 14:38:00,2023-10-11 16:22:00,21.0
284,27,7,5,738,909,1056,2023-10-11 12:18:00,2023-10-11 15:09:00,2023-10-11 17:36:00,6.0
284,27,8,2,327,465,940,2023-10-11 05:27:00,2023-10-11 07:45:00,2023-10-11 15:40:00,14.0
284,27,9,1,564,886,1105,2023-10-11 09:24:00,2023-10-11 14:46:00,2023-10-11 18:25:00,4.0
284,27,10,1,552,1028,1198,2023-10-11 09:12:00,2023-10-11 17:08:00,2023-10-11 19:58:00,18.0
284,27,11,2,518,763,961,2023-10-11 08:38:00,2023-10-11 12:43:00,2023-10-11 16:01:00,18.0
284,27,12,4,566,653,731,2023-10-11 09:26:00,2023-10-11 10:53:00,2023-10-11 12:11:00,4.0
284,27,13,1,615,910,980,2023-10-11 10:15:00,2023-10-11 15:10:00,2023-10-11 16:20:00,9.0
284,27,14,2,512,790,1159,2023-10-11 08:32:00,2023-10-11 13:10:00,2023-10-11 19:19:00,16.0
284,27,15,1,563,919,1109,2023-10-11 09:23:00,2023-10-11 15:19:00,2023-10-11 18:29:00,29.0
284,27,16,5,769,864,943,2023-10-11 12:49:00,2023-10-11 14:24:00,2023-10-11 15:43:00,11.0
284,27,17,2,566,691,1107,2023-10-11 09:26:00,2023-10-11 11:31:00,2023-10-11 18:27:00,15.0
284,27,18,2,567,856,890,2023-10-11 09:27:00,2023-10-11 14:16:00,2023-10-11 14:50:00,10.0
284,27,19,2,540,712,901,2023-10-11 09:00:00,2023-10-11 11:52:00,2023-10-11 15:01:00,9.0
284,27,20,4,441,651,681,2023-10-11 07:21:00,2023-10-11 10:51:00,2023-10-11 11:21:00,5.0
284,27,21,4,532,626,693,2023-10-11 08:52:00,2023-10-11 10:26:00,2023-10-11 11:33:00,8.0
284,27,22,2,404,702,1008,2023-10-11 06:44:00,2023-10-11 11:42:00,2023-10-11 16:48:00,8.0
284,27,23,2,390,650,861,2023-10-11 06:30:00,2023-10-11 10:50:00,2023-10-11 14:21:00,12.0
284,27,24,4,580,680,857,2023-10-11 09:40:00,2023-10-11 11:20:00,2023-10-11 14:17:00,8.0
284,27,25,5,776,968,976,2023-10-11 12:56:00,2023-10-11 16:08:00,2023-10-11 16:16:00,8.0
284,27,26,3,580,1142,1147,2023-10-11 09:40:00,2023-10-11 19:02:00,2023-10-11 19:07:00,7.0
284,27,27,5,836,892,922,2023-10-11 13:56:00,2023-10-11 14:52:00,2023-10-11 15:22:00,8.0
285,33,1,0,504,631,1025,2023-10-12 08:24:00,2023-10-12 10:31:00,2023-10-12 17:05:00,6.0
285,33,2,1,497,859,921,2023-10-12 08:17:00,2023-10-12 14:19:00,2023-10-12 15:21:00,25.0
285,33,3,1,510,859,1038,2023-10-12 08:30:00,2023-10-12 14:19:00,2023-10-12 17:18:00,12.0
285,33,4,2,399,638,861,2023-10-12 06:39:00,2023-10-12 10:38:00,2023-10-12 14:21:00,10.0
285,33,5,2,482,697,969,2023-10-12 08:02:00,2023-10-12 11:37:00,2023-10-12 16:09:00,7.0
285,33,6,5,780,888,1101,2023-10-12 13:00:00,2023-10-12 14:48:00,2023-10-12 18:21:00,5.0
285,33,7,3,439,748,749,2023-10-12 07:19:00,2023-10-12 12:28:00,2023-10-12 12:29:00,8.0
285,33,8,4,531,644,743,2023-10-12 08:51:00,2023-10-12 10:44:00,2023-10-12 12:23:00,7.0
285,33,9,2,563,709,1027,2023-10-12 09:23:00,2023-10-12 11:49:00,2023-10-12 17:07:00,14.0
285,33,10,4,526,690,753,2023-10-12 08:46:00,2023-10-12 11:30:00,2023-10-12 12:33:00,11.0
285,33,11,2,400,687,984,2023-10-12 06:40:00,2023-10-12 11:27:00,2023-10-12 16:24:00,13.0
285,33,12,1,327,745,963,2023-10-12 05:27:00,2023-10-12 12:25:00,2023-10-12 16:03:00,16.0
285,33,13,4,540,797,833,2023-10-12 09:00:00,2023-10-12 13:17:00,2023-10-12 13:53:00,2.0
285,33,14,3,691,806,810,2023-10-12 11:31:00,2023-10-12 13:26:00,2023-10-12 13:30:00,17.0
285,33,15,5,695,770,1074,2023-10-12 11:35:00,2023-10-12 12:50:00,2023-10-12 17:54:00,9.0
285,33,16,2,444,695,1023,2023-10-12 07:24:00,2023-10-12 11:35:00,2023-10-12 17:03:00,11.0
285,33,17,1,638,1037,1049,2023-10-12 10:38:00,2023-10-12 17:17:00,2023-10-12 17:29:00,25.0
285,33,18,1,538,956,999,2023-10-12 08:58:00,2023-10-12 15:56:00,2023-10-12 16:39:00,23.0
285,33,19,4,408,493,660,2023-10-12 06:48:00,2023-10-12 08:13:00,2023-10-12 11:00:00,7.0
285,33,20,2,509,735,1042,2023-10-12 08:29:00,2023-10-12 12:15:00,2023-10-12 17:22:00,9.0
285,33,21,2,383,694,894,2023-10-12 06:23:00,2023-10-12 11:34:00,2023-10-12 14:54:00,14.0
285,33,22,1,386,859,866,2023-10-12 06:26:00,2023-10-12 14:19:00,2023-10-12 14:26:00,4.0
285,33,23,1,378,831,962,2023-10-12 06:18:00,2023-10-12 13:51:00,2023-10-12 16:02:00,0.0
285,33,24,3,693,973,990,2023-10-12 11:33:00,2023-10-12 16:13:00,2023-10-12 16:30:00,7.0
285,33,25,2,564,713,1023,2023-10-12 09:24:00,2023-10-12 11:53:00,2023-10-12 17:03:00,13.0
285,33,26,1,536,883,1047,2023-10-12 08:56:00,2023-10-12 14:43:00,2023-10-12 17:27:00,19.0
285,33,27,2,362,570,906,2023-10-12 06:02:00,2023-10-12 09:30:00,2023-10-12 15:06:00,10.0
285,33,28,3,610,946,955,2023-10-12 10:10:00,2023-10-12 15:46:00,2023-10-12 15:55:00,12.0
285,33,29,5,925,952,1027,2023-10-12 15:25:00,2023-10-12 15:52:00,2023-10-12 17:07:00,10.0
285,33,30,3,672,1014,1023,2023-10-12 11:12:00,2023-10-12 16:54:00,2023-10-12 17:03:00,16.0
285,33,31,1,640,978,995,2023-10-12 10:40:00,2023-10-12 16:18:00,2023-10-12 16:35:00,24.0
285,33,32,2,447,647,1041,2023-10-12 07:27:00,2023-10-12 10:47:00,2023-10-12 17:21:00,16.0
285,33,33,2,558,766,911,2023-10-12 09:18:00,2023-10-12 12:46:00,2023-10-12 15:11:00,13.0
286,26,1,4,409,525,656,2023-10-13 06:49:00,2023-10-13 08:45:00,2023-10-13 10:56:00,7.0
286,26,2,5,753,923,1168,2023-10-13 12:33:00,2023-10-13 15:23:00,2023-10-13 19:28:00,3.0
286,26,3,2,535,780,966,2023-10-13 08:55:00,2023-10-13 13:00:00,2023-10-13 16:06:00,11.0
286,26,4,2,460,686,1058,2023-10-13 07:40:00,2023-10-13 11:26:00,2023-10-13 17:38:00,9.0
286,26,5,4,643,690,793,2023-10-13 10:43:00,2023-10-13 11:30:00,2023-10-13 13:13:00,10.0
286,26,6,1,515,800,1093,2023-10-13 08:35:00,2023-10-13 13:20:00,2023-10-13 18:13:00,14.0
286,26,7,5,800,1012,1093,2023-10-13 13:20:00,2023-10-13 16:52:00,2023-10-13 18:13:00,7.0
286,26,8,5,789,870,1040,2023-10-13 13:09:00,2023-10-13 14:30:00,2023-10-13 17:20:00,7.0
286,26,9,2,628,797,1060,2023-10-13 10:28:00,2023-10-13 13:17:00,2023-10-13 17:40:00,11.0
286,26,10,5,670,723,980,2023-10-13 11:10:00,2023-10-13 12:03:00,2023-10-13 16:20:00,9.0
286,26,11,2,530,723,1117,2023-10-13 08:50:00,2023-10-13 12:03:00,2023-10-13 18:37:00,13.0
286,26,12,3,527,849,865,2023-10-13 08:47:00,2023-10-13 14:09:00,2023-10-13 14:25:00,17.0
286,26,13,4,489,682,692,2023-10-13 08:09:00,2023-10-13 11:22:00,2023-10-13 11:32:00,10.0
286,26,14,0,470,530,778,2023-10-13 07:50:00,2023-10-13 08:50:00,2023-10-13 12:58:00,6.0
286,26,15,1,428,829,1021,2023-10-13 07:08:00,2023-10-13 13:49:00,2023-10-13 17:01:00,24.0
286,26,16,3,558,925,930,2023-10-13 09:18:00,2023-10-13 15:25:00,2023-10-13 15:30:00,11.0
286,26,17,5,771,956,1155,2023-10-13 12:51:00,2023-10-13 15:56:00,2023-10-13 19:15:00,0.0
286,26,18,4,513,604,718,2023-10-13 08:33:00,2023-10-13 10:04:00,2023-10-13 11:58:00,7.0
286,26,19,1,497,856,989,2023-10-13 08:17:00,2023-10-13 14:16:00,2023-10-13 16:29:00,22.0
286,26,20,2,526,780,1137,2023-10-13 08:46:00,2023-10-13 13:00:00,2023-10-13 18:57:00,13.0
286,26,21,4,437,595,758,2023-10-13 07:17:00,2023-10-13 09:55:00,2023-10-13 12:38:00,9.0
286,26,22,2,605,916,986,2023-10-13 10:05:00,2023-10-13 15:16:00,2023-10-13 16:26:00,17.0
286,26,23,1,601,1063,1119,2023-10-13 10:01:00,2023-10-13 17:43:00,2023-10-13 18:39:00,24.0
286,26,24,0,516,658,984,2023-10-13 08:36:00,2023-10-13 10:58:00,2023-10-13 16:24:00,6.0
286,26,25,4,513,649,690,2023-10-13 08:33:00,2023-10-13 10:49:00,2023-10-13 11:30:00,7.0
286,26,26,2,571,751,1206,2023-10-13 09:31:00,2023-10-13 12:31:00,2023-10-13 20:06:00,5.0
287,10,1,2,573,791,1075,2023-10-14 09:33:00,2023-10-14 13:11:00,2023-10-14 17:55:00,12.0
287,10,2,3,599,1013,1040,2023-10-14 09:59:00,2023-10-14 16:53:00,2023-10-14 17:20:00,12.0
287,10,3,3,486,1000,1025,2023-10-14 08:06:00,2023-10-14 16:40:00,2023-10-14 17:05:00,9.0
287,10,4,2,537,735,1055,2023-10-14 08:57:00,2023-10-14 12:15:00,2023-10-14 17:35:00,10.0
287,10,5,2,554,707,987,2023-10-14 09:14:00,2023-10-14 11:47:00,2023-10-14 16:27:00,7.0
287,10,6,2,482,707,1033,2023-10-14 08:02:00,2023-10-14 11:47:00,2023-10-14 17:13:00,17.0
287,10,7,1,447,948,964,2023-10-14 07:27:00,2023-10-14 15:48:00,2023-10-14 16:04:00,32.0
287,10,8,4,444,572,658,2023-10-14 07:24:00,2023-10-14 09:32:00,2023-10-14 10:58:00,8.0
287,10,9,2,473,778,856,2023-10-14 07:53:00,2023-10-14 12:58:00,2023-10-14 14:16:00,8.0
287,10,10,2,593,796,931,2023-10-14 09:53:00,2023-10-14 13:16:00,2023-10-14 15:31:00,13.0
288,6,1,4,473,658,720,2023-10-15 07:53:00,2023-10-15 10:58:00,2023-10-15 12:00:00,13.0
288,6,2,5,846,989,1044,2023-10-15 14:06:00,2023-10-15 16:29:00,2023-10-15 17:24:00,8.0
288,6,3,1,456,843,1053,2023-10-15 07:36:00,2023-10-15 14:03:00,2023-10-15 17:33:00,25.0
288,6,4,1,505,868,913,2023-10-15 08:25:00,2023-10-15 14:28:00,2023-10-15 15:13:00,27.0
288,6,5,2,634,881,1034,2023-10-15 10:34:00,2023-10-15 14:41:00,2023-10-15 17:14:00,11.0
288,6,6,4,530,592,599,2023-10-15 08:50:00,2023-10-15 09:52:00,2023-10-15 09:59:00,4.0
289,26,1,4,466,603,744,2023-10-16 07:46:00,2023-10-16 10:03:00,2023-10-16 12:24:00,6.0
289,26,2,2,384,687,901,2023-10-16 06:24:00,2023-10-16 11:27:00,2023-10-16 15:01:00,8.0
289,26,3,2,554,709,961,2023-10-16 09:14:00,2023-10-16 11:49:00,2023-10-16 16:01:00,8.0
289,26,4,1,517,880,904,2023-10-16 08:37:00,2023-10-16 14:40:00,2023-10-16 15:04:00,29.0
289,26,5,5,824,867,999,2023-10-16 13:44:00,2023-10-16 14:27:00,2023-10-16 16:39:00,6.0
289,26,6,5,780,985,1091,2023-10-16 13:00:00,2023-10-16 16:25:00,2023-10-16 18:11:00,3.0
289,26,7,3,593,1056,1064,2023-10-16 09:53:00,2023-10-16 17:36:00,2023-10-16 17:44:00,18.0
289,26,8,2,412,692,1105,2023-10-16 06:52:00,2023-10-16 11:32:00,2023-10-16 18:25:00,7.0
289,26,9,2,551,793,1074,2023-10-16 09:11:00,2023-10-16 13:13:00,2023-10-16 17:54:00,10.0
289,26,10,1,630,933,1035,2023-10-16 10:30:00,2023-10-16 15:33:00,2023-10-16 17:15:00,12.0
289,26,11,0,546,717,983,2023-10-16 09:06:00,2023-10-16 11:57:00,2023-10-16 16:23:00,4.0
289,26,12,1,534,943,1064,2023-10-16 08:54:00,2023-10-16 15:43:00,2023-10-16 17:44:00,21.0
289,26,13,2,581,815,924,2023-10-16 09:41:00,2023-10-16 13:35:00,2023-10-16 15:24:00,15.0
289,26,14,1,514,817,948,2023-10-16 08:34:00,2023-10-16 13:37:00,2023-10-16 15:48:00,21.0
289,26,15,2,553,727,1096,2023-10-16 09:13:00,2023-10-16 12:07:00,2023-10-16 18:16:00,11.0
289,26,16,3,510,1187,1192,2023-10-16 08:30:00,2023-10-16 19:47:00,2023-10-16 19:52:00,10.0
289,26,17,1,570,850,1053,2023-10-16 09:30:00,2023-10-16 14:10:00,2023-10-16 17:33:00,34.0
289,26,18,2,505,703,952,2023-10-16 08:25:00,2023-10-16 11:43:00,2023-10-16 15:52:00,12.0
289,26,19,1,452,861,996,2023-10-16 07:32:00,2023-10-16 14:21:00,2023-10-16 16:36:00,26.0
289,26,20,4,549,650,743,2023-10-16 09:09:00,2023-10-16 10:50:00,2023-10-16 12:23:00,13.0
289,26,21,2,479,690,1111,2023-10-16 07:59:00,2023-10-16 11:30:00,2023-10-16 18:31:00,18.0
289,26,22,5,851,977,997,2023-10-16 14:11:00,2023-10-16 16:17:00,2023-10-16 16:37:00,11.0
289,26,23,2,474,679,1051,2023-10-16 07:54:00,2023-10-16 11:19:00,2023-10-16 17:31:00,11.0
289,26,24,3,619,1091,1098,2023-10-16 10:19:00,2023-10-16 18:11:00,2023-10-16 18:18:00,13.0
289,26,25,0,701,765,940,2023-10-16 11:41:00,2023-10-16 12:45:00,2023-10-16 15:40:00,5.0
289,26,26,4,548,619,699,2023-10-16 09:08:00,2023-10-16 10:19:00,2023-10-16 11:39:00,5.0
290,30,1,1,464,804,898,2023-10-17 07:44:00,2023-10-17 13:24:00,2023-10-17 14:58:00,6.0
290,30,2,2,640,828,1068,2023-10-17 10:40:00,2023-10-17 13:48:00,2023-10-17 17:48:00,8.0
290,30,3,2,552,799,1113,2023-10-17 09:12:00,2023-10-17 13:19:00,2023-10-17 18:33:00,7.0
290,30,4,2,530,623,893,2023-10-17 08:50:00,2023-10-17 10:23:00,2023-10-17 14:53:00,16.0
290,30,5,1,595,879,1021,2023-10-17 09:55:00,2023-10-17 14:39:00,2023-10-17 17:01:00,19.0
290,30,6,3,637,1065,1088,2023-10-17 10:37:00,2023-10-17 17:45:00,2023-10-17 18:08:00,16.0
290,30,7,0,427,605,970,2023-10-17 07:07:00,2023-10-17 10:05:00,2023-10-17 16:10:00,6.0
290,30,8,0,466,592,1012,2023-10-17 07:46:00,2023-10-17 09:52:00,2023-10-17 16:52:00,5.0
290,30,9,2,370,612,1025,2023-10-17 06:10:00,2023-10-17 10:12:00,2023-10-17 17:05:00,12.0
290,30,10,0,432,560,1002,2023-10-17 07:12:00,2023-10-17 09:20:00,2023-10-17 16:42:00,4.0
290,30,11,2,405,729,947,2023-10-17 06:45:00,2023-10-17 12:09:00,2023-10-17 15:47:00,8.0
290,30,12,2,603,826,1011,2023-10-17 10:03:00,2023-10-17 13:46:00,2023-10-17 16:51:00,9.0
290,30,13,3,689,1052,1062,2023-10-17 11:29:00,2023-10-17 17:32:00,2023-10-17 17:42:00,12.0
